37.8788678791212,-80.6510679432537,3
37.8788657453551,-80.6510652399249,3
37.8788620362694,-80.6510571404985,3
37.8788620362694,-80.6510571404985,3
37.8789276662212,-80.6512046619943,3
37.8788863828712,-80.6511952742627,3
37.8788165186879,-80.6512019797853,3
37.8787561813853,-80.6511832043222,4
37.8787699425288,-80.6512140497259,4
37.8788736802974,-80.6512301429799,4
37.8787889964157,-80.6511188313058,4
37.8787053709869,-80.6512019797853,4
37.8787487715377,-80.6510276361993,4
37.8788990854429,-80.6510732337526,1
37.8789393102388,-80.6510732337526,1
37.878980593559,-80.6510759159616,1
37.8787964062592,-80.6508559748224,1
37.8787413616894,-80.6508626803449,1
37.8795657251932,-80.6541831117918,122
37.877668800729,-80.6539685350706,122
37.8767203201772,-80.6503636461546,122
37.8809206413289,-80.6471020799925,122
37.8808190234833,-80.6513506990721,122
37.8788882577783,-80.6485612016966,122
37.8732670892569,-80.6393439412135,0
37.8752657527218,-80.654594338623,212
37.8769594928701,-80.6555813915405,212
37.8768917440119,-80.6560534603271,212
37.8754351284891,-80.6539506084595,212
37.8730299560949,-80.6493157512817,212
37.8746898721998,-80.6499011158961,0
37.8750286259933,-80.6492573857325,0
37.8773659847108,-80.6483990788478,550
37.8750625012869,-80.6493003010768,550
37.8750625012869,-80.6507594227809,550
37.8759093785658,-80.6488282322902,550
35.8037230909177,-80.51510010784,0
